TIMESTAMP,U10,V10,U100,V100,POWER
20180208 07:00,4.32204,6.81699,5.70555,8.62418,0.8154503926208609
20180208 08:00,4.62531,6.828469999999999,5.99175,8.50501,0.7782241012130071
20180208 09:00,4.38965,6.880839999999999,5.636819999999999,8.46685,0.8092188268693221
20180208 10:00,3.37065,7.37931,4.46786,9.00484,0.799495996073839
20180208 11:00,2.8866,8.03582,3.89015,9.93923,0.778364481222458
20180208 12:00,2.43927,8.361839999999999,3.35734,10.4523,0.7999372203660999
20180208 13:00,1.6821700000000002,8.655489999999999,2.44605,10.8471,0.767246952946334
20180208 14:00,1.45933,8.88425,2.11847,11.0968,0.802456044902505
20180208 15:00,1.7315599999999998,8.91804,2.36548,11.2884,0.7576378388130429
20180208 16:00,1.63068,8.57017,2.3338099999999997,10.8525,0.7457963846891229
20180208 17:00,1.5210299999999999,8.90133,2.1603,11.3228,0.711798095548637
20180208 18:00,2.2084799999999998,8.9241,3.02008,11.3437,0.7249112488982341
20180208 19:00,2.29921,8.81413,3.1068700000000002,11.2773,0.8141421586044251
20180208 20:00,2.4398,8.51967,3.3703,10.9404,0.8399947060094279
20180208 21:00,0.9715969999999999,8.79086,1.5940299999999998,11.4475,0.8383507930908801
20180208 22:00,-0.11438699999999999,8.87707,0.177726,11.7533,0.6820302807401989
20180208 23:00,-0.8578040000000001,9.44341,-0.780496,12.5676,0.8752224208030258
20180209 00:00,-0.569706,9.30706,-0.44393999999999995,12.6004,0.9083718437175781
20180209 01:00,-2.1146599999999998,9.53836,-2.44855,12.8292,0.91814853187492
20180209 02:00,-2.39312,9.803180000000001,-2.8389900000000003,13.1054,0.9182201606722149
20180209 03:00,-2.7868,9.586689999999999,-3.29134,12.8809,0.916281613838797
20180209 04:00,-3.2036700000000002,9.88128,-3.8359400000000003,13.2672,0.9254013196946591
20180209 05:00,-3.67047,9.569180000000001,-4.461869999999999,13.0239,0.9137305405310179
20180209 06:00,-3.10712,9.64638,-3.8229300000000004,12.9331,0.916596751116336
20180209 07:00,-3.2850699999999997,8.97461,-3.9307199999999995,11.9851,0.901024291518458
20180209 08:00,-3.63175,8.78711,-4.38866,11.7029,0.916956904454959
20180209 09:00,-3.99364,8.74483,-4.85609,11.3709,0.92173386440054
20180209 10:00,-3.35592,9.121939999999999,-4.0163199999999994,11.696,0.8770245582886441
20180209 11:00,-2.36366,9.31778,-2.72877,11.7577,0.900972722053589
20180209 12:00,-2.08763,9.09357,-2.33576,11.4688,0.9020070118178771
20180209 13:00,-2.8732900000000003,8.728589999999999,-3.30721,10.9372,0.9031789223011909
20180209 14:00,-3.90845,8.27254,-4.70699,10.5228,0.897175351747485
20180209 15:00,-3.9122800000000004,8.17727,-4.82017,10.6115,0.8740867720882879
20180209 16:00,-3.99306,7.987760000000001,-5.07649,10.5633,0.8717330345003539
20180209 17:00,-4.16175,7.660239999999999,-5.35656,10.2567,0.853626598018698
20180209 18:00,-3.89699,7.59477,-5.03596,10.1219,0.87209313310193
20180209 19:00,-4.041519999999999,7.5174,-5.17705,10.0659,0.8342703702243531
20180209 20:00,-3.72595,7.54259,-4.68229,10.1329,0.7856466277217321
20180209 21:00,-2.99492,7.3424,-3.7316800000000003,9.778839999999999,0.836379714199422
20180209 22:00,-2.9821,6.59995,-3.62647,8.94022,0.7768207956246601
20180209 23:00,-3.2090099999999997,5.74659,-3.8105800000000003,7.986789999999999,0.750282963487907
20180210 00:00,-3.25223,5.32151,-3.78935,7.51483,0.7313406172265581
20180210 01:00,-2.78882,6.616680000000001,-3.32056,8.64971,0.730799477642978
20180210 02:00,-3.1959400000000002,6.5113199999999996,-3.7785300000000004,8.54882,0.762805656157583
20180210 03:00,-3.19537,6.51711,-3.73536,8.6351,0.739480452111523
20180210 04:00,-2.92096,6.7165300000000006,-3.34021,8.84605,0.756353899842506
20180210 05:00,-3.0127599999999997,7.17019,-3.4780699999999998,9.37987,0.76564782495772
20180210 06:00,-2.1896,7.898339999999999,-2.56465,10.0336,0.719701716619462
20180210 07:00,-0.48319300000000004,8.14875,-0.444993,10.2493,0.761814666372456
20180210 08:00,-0.103103,7.9642800000000005,0.089119,10.0896,0.7675018574505199
20180210 09:00,0.658257,8.18266,0.9814200000000001,10.3338,0.780523815751543
20180210 10:00,0.83245,8.052760000000001,1.36131,10.4784,0.6742418743027251
20180210 11:00,1.22638,7.95258,2.13614,10.630999999999998,0.598525051169411
20180210 12:00,1.8872099999999998,7.71025,3.16157,10.4206,0.40068560181398494
20180210 13:00,2.5199599999999998,7.83823,3.87624,10.5412,0.4401722974084029
20180210 14:00,1.76435,7.33705,2.93378,10.1451,0.665003050480668
20180210 15:00,0.624721,7.63968,1.12595,9.89391,0.609190145262606
20180210 16:00,0.168603,8.00888,0.49069700000000005,10.3814,0.6380277632732161
20180210 17:00,0.585695,8.05943,1.07566,10.497,0.6638626400100589
20180210 18:00,-0.381544,8.33815,-0.23276,10.8183,0.7461380843763491
20180210 19:00,-0.655325,8.943760000000001,-0.594978,11.6877,0.808408997674823
20180210 20:00,-0.706453,9.04624,-0.283913,12.607999999999999,0.867985613275477
20180210 21:00,-1.0655700000000001,9.16553,-0.8666969999999999,12.7317,0.855512258828023
20180210 22:00,-1.50843,9.43868,-1.26688,13.7099,0.884590787400307
20180210 23:00,-0.9961049999999999,10.6424,-0.700206,14.8964,0.9284473248446031
20180211 00:00,-1.56541,10.6689,-1.6884400000000002,15.1378,0.9360340522900941
20180211 01:00,-3.70724,11.6077,-4.70153,15.7041,0.959248551976663
20180211 02:00,-4.5543,10.5718,-5.88908,14.8155,0.9621575022589821
20180211 03:00,-5.219869999999999,10.6467,-6.7210600000000005,15.1132,0.9625525731905891
20180211 04:00,-5.98956,10.6303,-7.82105,15.2515,0.967516588240187
20180211 05:00,-6.45862,11.062999999999999,-8.485619999999999,15.8519,0.978256437563085
20180211 06:00,-6.9298399999999996,11.2238,-9.14504,15.9962,0.985182238646197
20180211 07:00,-7.26157,11.4647,-9.60413,16.3736,0.988481541667896
20180211 08:00,-7.14575,11.8461,-9.44978,17.1042,0.977538049806582
20180211 09:00,-6.33999,12.3058,-8.24293,17.7994,0.9893308003913058
20180211 10:00,-5.175269999999999,13.8599,-6.47722,18.4635,0.984224821191918
20180211 11:00,-2.26748,13.4741,-1.85064,19.2875,0.97455404356766
20180211 12:00,3.84999,14.8921,6.06557,20.1167,0.9672605852588241
20180211 13:00,7.27204,14.3261,10.7554,19.0759,0.9937384397076491
20180211 14:00,9.305480000000001,11.7704,13.3602,15.9019,0.997169169690753
20180211 15:00,11.52,11.1429,16.4727,14.7367,0.998473538260019
20180211 16:00,14.9089,9.13311,20.9474,11.6651,0.9982485460968751
20180211 17:00,14.7542,7.90207,20.6963,10.1813,0.9974132147207192
20180211 18:00,14.9786,6.578939999999999,20.9703,8.23387,0.996916186506196
20180211 19:00,15.1877,5.8728,20.9118,7.441889999999999,0.9984066175395179
20180211 20:00,15.1343,5.20294,20.6058,6.36562,0.9980230961490301
20180211 21:00,15.347999999999999,6.28141,20.8512,7.84163,0.996995485669532
20180211 22:00,17.0599,7.2477,23.1945,8.98448,0.996636866254984
20180211 23:00,15.5619,4.00431,21.4289,4.82619,0.996153910517986
20180212 00:00,16.168,0.136463,21.4901,-0.214777,0.9956821637462059
20180212 01:00,15.9735,-0.173788,21.1328,-0.561959,0.991419041358797
20180212 02:00,15.7388,-0.995337,20.8573,-1.6409900000000002,0.9885179653124309
20180212 03:00,13.6047,-1.85792,17.9624,-2.81583,0.9869517660501329
20180212 04:00,11.6425,-1.40442,15.2085,-2.116,0.9598017234357672
20180212 05:00,11.2322,-1.9630400000000001,14.460999999999999,-2.88174,0.9424864869605399
20180212 06:00,12.0665,-3.6383400000000004,15.5156,-5.05431,0.9577565310799592
20180212 07:00,13.0244,-5.8111,16.7444,-7.804069999999999,0.9710336802573851
20180212 08:00,12.7263,-5.0736099999999995,16.5541,-6.74868,0.958472397707662
20180212 09:00,11.7407,-3.35114,15.1816,-4.61436,0.9478447711867
20180212 10:00,11.3451,-3.8730800000000003,14.7583,-5.41111,0.9550271145441669
20180212 11:00,10.9907,-2.94373,14.2685,-4.30816,0.9023194693632571
20180212 12:00,11.2769,-2.97864,14.5084,-4.23631,0.9319655537875161
20180212 13:00,9.81798,-3.9430300000000003,12.6426,-5.38731,0.8779606970583671
20180212 14:00,9.21263,-3.74672,11.8329,-5.04905,0.815596680775395
20180212 15:00,8.938939999999999,-3.11948,11.7237,-4.41014,0.867200496543745
20180212 16:00,8.63084,-2.49555,11.3072,-3.48801,0.8609285965653871
20180212 17:00,8.1054,-1.79941,10.665999999999999,-2.5741400000000003,0.65744286480403
20180212 18:00,7.016489999999999,-0.9568629999999999,9.35602,-1.37646,0.704683901556096
20180212 19:00,6.21285,0.49029700000000004,8.61315,0.404989,0.770627447384875
20180212 20:00,7.8246899999999995,0.45879,10.8009,0.344592,0.606118686955956
20180212 21:00,6.89955,1.51842,9.417,1.62081,0.6447494205226639
20180212 22:00,7.74114,2.1448099999999997,10.4116,2.54347,0.520250943322637
20180212 23:00,6.98068,2.6076799999999998,9.2243,3.12681,0.5666915793855141
20180213 00:00,5.89594,2.04644,8.00729,2.42749,0.315859623893464
20180213 01:00,6.21465,2.51135,8.46011,3.15299,0.721255838586414
20180213 02:00,5.034269999999999,2.5913,6.833989999999999,3.30951,0.6929059833813149
20180213 03:00,5.34665,2.88984,7.370589999999999,3.64925,0.728742656849114
20180213 04:00,5.19798,3.4630900000000002,6.90716,4.2751,0.37411383351062605
20180213 05:00,4.32099,4.05461,6.35513,5.4175,0.509484010576594
20180213 06:00,3.90613,4.55959,5.6407099999999994,6.21278,0.41786515418930703
20180213 07:00,2.13671,5.68277,3.5587699999999995,7.8555,0.398949578286595
20180213 08:00,2.33121,6.32465,3.8339800000000004,8.63059,0.551549584852232
20180213 09:00,3.35066,6.49631,4.92793,8.563989999999999,0.6257359259751469
20180213 10:00,2.65158,6.865010000000001,3.917,9.01551,0.619103960893772
20180213 11:00,2.25564,7.493710000000001,3.2668,9.72363,0.644106212158814
20180213 12:00,2.2127,8.00511,2.9941299999999997,10.2441,0.664420717094074
20180213 13:00,1.14445,7.51935,1.63678,9.4309,0.6726924028771409
20180213 14:00,0.352645,7.24166,0.664057,8.97472,0.5945551490364859
20180213 15:00,0.11510699999999999,7.31475,0.42388400000000004,9.1729,0.5268072919953309
20180213 16:00,-0.686758,6.8025899999999995,-0.33331700000000003,9.41271,0.6176254823030639
20180213 17:00,-1.54541,6.39462,-1.22393,9.69786,0.679640056748631
20180213 18:00,-1.51893,6.6779,-1.44374,9.99897,0.6924972483696021
20180213 19:00,-1.0405,6.8743,-0.816473,9.988560000000001,0.68142752415972
20180213 20:00,-0.485134,6.95045,0.034938800000000006,10.1094,0.6773682842294781
20180213 21:00,0.1079,7.210430000000001,0.735096,10.1919,0.702774708909778
20180213 22:00,0.0289726,6.98797,0.683469,9.870289999999999,0.669793020318886
20180213 23:00,-0.24508899999999997,6.80138,0.35688200000000003,9.686760000000001,0.5602991381681479
20180214 00:00,0.270044,6.8312800000000005,1.04377,9.69346,0.589312288286946
20180214 01:00,-1.62047,6.8699,-1.55775,10.2302,0.683765469602731
20180214 02:00,-2.01862,6.6165199999999995,-1.97315,10.0876,0.6330917841235529
20180214 03:00,-2.85468,6.70425,-3.2443299999999997,10.0659,0.578773941201439
20180214 04:00,-2.58035,6.670939999999999,-3.13996,9.731589999999999,0.5882576495079119
20180214 05:00,-2.50189,6.8236,-2.95166,9.541039999999999,0.6294043110080401
20180214 06:00,-2.52074,7.3152800000000004,-2.93553,10.1257,0.697262064368968
20180214 07:00,-2.34091,7.4124,-2.7587200000000003,10.1821,0.719780011568619
20180214 08:00,-2.46957,7.500319999999999,-2.8955599999999997,10.048,0.7830231044327142
20180214 09:00,-3.2492,7.96715,-3.84882,10.2469,0.818877516162588
20180214 10:00,-3.6461699999999997,8.19108,-4.39243,10.4876,0.831589402519643
20180214 11:00,-3.5722699999999996,8.44276,-4.33968,10.790999999999999,0.8543353123915172
20180214 12:00,-3.83662,8.70926,-4.66412,11.1776,0.925381077380575
20180214 13:00,-4.27471,8.88301,-5.26757,11.6145,0.9548208898818911
20180214 14:00,-4.47759,9.22653,-5.67668,12.3222,0.9528021457981222
20180214 15:00,-4.361280000000001,9.32599,-5.6433800000000005,12.8978,0.9423140300969591
20180214 16:00,-4.83512,8.77854,-6.60761,12.9728,0.928585647980504
20180214 17:00,-4.93562,8.59074,-6.8738600000000005,13.1307,0.91515301458524
20180214 18:00,-5.036230000000001,8.956,-6.9396,13.8147,0.9316408248126121
20180214 19:00,-5.492030000000001,9.35184,-7.48141,14.3541,0.928651871204077
20180214 20:00,-5.41755,9.83475,-7.3651100000000005,14.652000000000001,0.9515344562542429
20180214 21:00,-5.4015699999999995,10.1914,-7.2301,14.9029,0.966258641984202
