TIMESTAMP,POWER,U10,V10,U100,V100
20150421 07:00,0.735768521656159,4.92753,-4.8082,6.695119999999999,-7.1817
20170627 06:00,0.37697610080207306,4.20547,-5.06036,4.8692400000000005,-5.81712
20160415 10:00,0.0135410955795139,2.02338,0.056509000000000004,1.8405099999999999,0.44118100000000005
20150218 12:00,0.8891164293006909,8.01096,4.71983,11.7412,6.40148
20150509 04:00,0.531528052596826,-6.18927,2.50801,-9.76543,4.78325
20161201 15:00,0.9373787077069791,10.9068,-7.9859800000000005,14.6882,-11.2874
20171202 20:00,0.260522582441582,5.60254,4.36461,8.34607,5.38012
20150627 13:00,0.38966537351892705,4.5514,-2.75027,5.95067,-3.8088800000000003
20160218 23:00,0.579999910816001,1.4062299999999999,5.08672,2.3309,7.304639999999999
20150328 18:00,0.9790131441261609,-1.1594,10.4592,-1.07959,15.8189
20170804 05:00,0.903070895493042,7.81111,4.28444,10.1079,5.20245
20160413 04:00,0.13774862414133499,-3.88732,0.835241,-5.63615,2.31966
20160404 22:00,0.31649544874371505,0.768358,3.1065,2.8933400000000002,4.231380000000001
20160717 21:00,0.43205674444562003,5.98384,-1.33338,7.32983,-1.7296799999999999
20160610 09:00,0.7096461724361449,3.58774,-7.04455,4.05376,-8.2979
20170512 22:00,0.7639886203903729,-7.49103,3.14951,-11.1821,4.92777
20170711 19:00,0.795391207149667,7.433560000000001,1.50147,9.27711,1.7113099999999999
20150723 03:00,0.873573890051785,7.7438199999999995,-2.5326,10.5581,-3.54846
20161010 02:00,0.251991806470387,-3.7975199999999996,-1.59734,-5.49446,-2.12751
20161104 13:00,0.0786622204919207,4.27795,2.4497400000000003,5.21084,2.90157
20170311 12:00,0.25165843945120697,-1.77882,5.07411,-1.9340000000000002,7.61039
20171127 14:00,0.8669315228398929,9.02252,-0.453222,11.642999999999999,-0.8984790000000001
20161107 15:00,0.416656389725538,-5.481269999999999,-4.17636,-6.494669999999999,-5.03201
20151105 06:00,0.572206244616395,-2.2100299999999997,5.09997,-2.22838,8.65886
20170926 04:00,0.201843496088554,-5.4477400000000005,-0.326851,-7.96069,0.12148199999999999
20160822 01:00,0.611450703859303,5.0519,2.92618,6.76735,3.6564
20171224 21:00,0.9206104107384309,10.4364,2.22211,14.8583,2.58501
20160207 02:00,0.928768833669037,-1.56511,10.0904,-1.5213,15.7069
20151115 18:00,0.00859719456408867,-1.02176,1.45309,-1.09233,1.20756
20150218 16:00,0.8920861824844019,6.57945,5.1444,10.2859,7.18182
20150915 07:00,0.9317135668558991,3.20316,8.43061,4.59656,11.5043
20170518 02:00,0.815308535203644,-4.7417,8.42972,-6.65185,13.5793
20170119 04:00,0.267988284883247,5.05893,1.81378,7.87639,1.3991
20171031 19:00,0.259345956410692,5.03289,-0.5658989999999999,6.7620000000000005,-0.9473739999999999
20160801 12:00,0.756371010572485,8.37486,-0.8648049999999999,9.77554,-1.0503799999999999
20171121 23:00,0.918773332915364,-5.668069999999999,8.25362,-7.51965,11.2966
20150811 04:00,0.40712752814121095,-2.10242,5.219530000000001,-2.83432,8.5549
20161220 18:00,0.706489487189129,-3.97663,6.775919999999999,-4.74444,8.35414
20160928 14:00,0.9353180032154099,10.6209,-2.1265099999999997,13.0061,-2.66213
20160525 16:00,0.21687183517016798,-4.94267,-3.09426,-7.094760000000001,-3.70845
20160910 03:00,0.5550880414122099,0.74106,7.042339999999999,1.7163700000000002,10.0094
20171013 16:00,0.8429017601306992,6.66062,5.26206,9.53979,6.9246
20161003 16:00,0.21088649242105603,-4.86698,-3.9137,-6.5113,-4.94497
20150603 00:00,0.96115894037226,10.0631,4.7066,14.8324,6.45788
20160421 10:00,0.5846653928442459,5.5521,-2.6636,6.4848300000000005,-3.2109
20170717 19:00,0.620878449546577,5.89386,-2.75676,7.1212100000000005,-3.40665
20150323 02:00,0.8694872983593052,3.29296,5.0289,5.13287,7.40275
20170912 15:00,0.801678238616239,9.52257,2.4104799999999997,11.5416,2.87895
20150924 03:00,0.665503938832573,1.61485,4.36258,2.9584599999999996,6.844180000000001
20170808 10:00,0.284483030195331,-3.30861,-1.34975,-4.74301,-1.0286899999999999
20170717 18:00,0.5949851052497571,6.50497,-3.24072,7.79356,-3.9430099999999997
20150909 06:00,0.0102217085432225,-1.52844,-0.864575,-3.0914900000000003,-0.643004
20160105 19:00,0.571534357201901,-7.916910000000001,-0.122077,-11.4324,0.145537
20160924 02:00,0.578806474643538,4.79898,1.8022799999999999,5.89262,2.11441
20170407 18:00,0.810867391404976,5.95153,-5.92659,8.16727,-8.897219999999999
20151229 12:00,0.9763204080600529,-7.007210000000001,6.922560000000001,-9.87857,9.98197
20160417 02:00,0.952340365746082,10.7171,-4.0595099999999995,13.7488,-5.39878
20171114 04:00,0.7469678707253599,8.283430000000001,3.9437900000000004,10.498,4.91288
20150826 21:00,0.9026257539998409,0.0816402,8.048160000000001,0.796269,12.1634
20160328 22:00,0.9543689493678191,5.55384,11.3803,8.23752,15.2073
20150930 09:00,0.0458306514864789,2.56271,0.480459,3.12771,0.528001
20150526 09:00,0.7450543822700308,6.87355,-4.8748,8.64728,-6.20439
20150409 14:00,0.0515553038051535,2.94773,0.7651640000000001,3.4458599999999997,1.01976
20150618 01:00,0.583296486608739,4.95735,-1.50305,7.01196,-2.2471400000000004
20150731 21:00,0.56585084842636,5.03765,-0.013031000000000001,7.41056,-0.187126
20150208 02:00,0.981190020454495,2.79567,-12.1111,3.87736,-17.4148
20150310 18:00,0.7211937922423449,7.2023600000000005,-3.8755300000000004,10.6632,-6.25444
20150726 02:00,0.9678857192210601,8.62379,-6.64705,11.8652,-9.255460000000001
20160216 16:00,0.605016480180477,-0.036103699999999996,5.16918,0.63566,8.21459
20160422 05:00,0.8139023734712311,4.30577,-8.94275,5.37584,-11.4519
20160116 13:00,0.0422494942374596,1.16382,-2.06355,1.61285,-2.81628
20160408 17:00,0.65376028628382,5.30581,0.666851,6.98292,0.629089
20161008 04:00,0.25076137987966796,-4.966480000000001,-4.82479,-6.646139999999999,-6.3942
20151022 04:00,0.71785842356529,3.9407900000000002,5.76083,6.39011,8.21338
20160505 02:00,0.390074161798007,-1.3869200000000002,3.4463,-1.3141399999999999,5.86343
20160629 06:00,0.930845366955532,-4.29478,6.60354,-5.72286,9.48836
20160120 08:00,0.10874994409466801,-2.00735,-1.93223,-3.87166,-3.85074
20150810 14:00,0.167461645926084,-0.561385,5.49786,-0.9331950000000001,7.158580000000001
20150625 08:00,0.32617110930920096,4.36501,-1.51015,5.21073,-1.84631
20150814 22:00,0.359759693463981,-2.71829,1.7180900000000001,-4.26392,3.3893400000000002
20170729 21:00,0.39538449301041706,3.9441800000000002,3.0258,4.9419900000000005,3.73052
20170823 12:00,0.0919476009613292,0.834089,4.30509,0.815937,5.010619999999999
20160318 10:00,0.386576496734142,3.31345,-5.94031,3.77451,-8.30066
20170420 05:00,0.733376500888443,5.7584,3.66165,7.2701199999999995,4.4477400000000005
20151105 16:00,0.453605131791085,0.8961889999999999,5.42373,2.23658,8.11337
20170627 20:00,0.0924181892290498,-1.97165,-3.04473,-2.33016,-3.9245099999999997
20171204 17:00,0.6414549572611961,4.975619999999999,-5.57426,6.7069399999999995,-7.66062
20171206 01:00,0.890544740235098,10.7618,0.999517,14.4988,0.8713280000000001
20150926 00:00,0.5207370137262729,4.46124,-2.20467,6.74498,-3.5
20160503 17:00,0.685392455288918,6.249140000000001,-2.06737,8.02933,-3.0093799999999997
20150529 15:00,0.618478068166719,3.3069800000000003,6.006419999999999,4.30198,7.75409
20150909 23:00,0.0374376547529604,-2.30002,0.959569,-4.46497,1.98343
20171027 18:00,0.944158219670721,9.85316,-7.47992,12.3952,-9.55567
20150301 20:00,0.7654401820596329,6.017119999999999,4.45437,9.68714,6.4495
20161201 02:00,0.8395568191033059,10.5522,-5.97193,14.2713,-8.3884
20170805 09:00,0.7332295996171411,8.466000000000001,0.12365999999999999,9.96215,0.0951605
20170330 09:00,0.511445582451869,5.39926,5.99177,9.22278,8.66977
20160821 03:00,0.7280534632392751,-1.7462799999999998,7.509469999999999,-1.8645599999999998,10.305
20150721 15:00,0.8417741749728821,7.2648600000000005,3.05756,9.64885,3.8081
20160112 20:00,0.23263803242905703,-5.53405,-5.03453,-8.75314,-6.74247
20160121 00:00,0.0208397388169008,-0.34939899999999996,2.06409,0.05883630000000001,3.0302599999999997
20150814 13:00,0.879646213750397,-8.49649,5.2294,-11.572000000000001,7.21387
20160829 07:00,0.8765928393379592,6.09203,-7.70137,7.40718,-9.49687
20150524 05:00,0.44350627309551893,3.9108300000000003,1.44252,4.88652,1.7529700000000001
20160131 18:00,0.668740221677206,6.902589999999999,-0.625811,9.94628,-1.26355
20150228 07:00,0.58864684206904,2.37377,5.32538,4.6298900000000005,8.38995
20160730 17:00,0.343597442941223,4.2692,-1.6769999999999998,4.85808,-1.98265
20151128 16:00,0.9146240786520671,8.28311,4.83749,11.8879,6.7206399999999995
20160128 11:00,0.9250013518065808,9.536,-0.0926509,14.265999999999998,-0.515979
20170905 09:00,0.677950703542072,-3.14359,6.5287,-3.6736800000000005,8.17603
20171218 12:00,0.37278272236193394,2.53931,0.28316199999999997,3.9135199999999997,-0.558516
20150529 19:00,0.694369198789584,-0.194442,4.3533,-0.07104780000000001,6.68075
20160416 03:00,0.0344950031357365,-0.592669,-2.7518,-0.7697579999999999,-3.24283
20150324 17:00,0.00334144920040769,0.033317599999999996,-1.5716299999999999,-0.086791,-2.1536299999999997
20150620 22:00,0.270489964378578,4.15753,-2.6525,5.88051,-3.8567199999999997
20150403 10:00,0.7801236953439541,5.01541,-5.7567,6.35933,-7.579680000000001
20171018 19:00,0.0119054911991535,-1.84962,1.07997,-2.0977099999999997,1.6942400000000002
20170202 23:00,0.725135691991252,-4.9692,5.20616,-7.32107,8.72383
20151220 02:00,0.8606249469678571,3.52795,9.76954,6.1241,14.58
20160919 10:00,0.18356285786621301,-2.22538,0.109352,-2.62308,0.08595660000000001
20150314 23:00,0.131067246300345,-3.99884,-2.53917,-7.8128899999999994,-3.78439
20151206 22:00,0.892778365975641,9.3003,-1.7993299999999999,13.4316,-2.92263
20150608 23:00,0.6571009390866229,2.4312099999999996,-5.44977,3.38636,-7.98071
20151124 06:00,0.9727771567184591,6.645810000000001,8.04305,10.0056,11.4492
20170730 20:00,0.792621522426729,6.7515,4.30126,8.41982,5.2118
20160805 17:00,0.7156203833668159,5.83825,-3.8963699999999997,6.91949,-4.67815
20151005 06:00,0.0363619011152794,-0.45805200000000007,3.24686,0.391459,4.101719999999999
20150430 03:00,0.6209706575141479,2.6168099999999996,2.36367,4.62298,3.80646
20150627 01:00,0.21597704300471002,-2.1651700000000003,2.63102,-2.66795,5.41029
20170401 10:00,0.244330856054773,0.780292,4.2597,2.09686,5.53665
20160904 22:00,0.19515084476806302,-4.07894,-4.91676,-5.653,-6.28064
20170924 20:00,0.309129836555703,-4.64101,-0.582756,-7.77615,0.0316718
20160406 14:00,0.739744952111476,2.78633,8.997110000000001,4.31506,12.2352
20170103 19:00,0.980902666124557,12.2935,-10.3371,16.3606,-14.0901
20151215 09:00,0.23527172810366298,-4.3665,0.687501,-6.64975,1.33707
20170111 23:00,0.975173317728723,16.1635,-5.2575199999999995,20.8731,-6.95136
20160810 20:00,0.8505564960925209,7.42227,-6.53019,8.95561,-7.93923
20151004 15:00,0.0490381968600141,0.721222,1.97072,0.929084,2.70966
20160927 15:00,0.9318777701606479,2.06087,9.28985,2.76594,11.9345
20170908 05:00,0.768814822811731,1.85075,7.78644,2.6318799999999998,9.950380000000001
20160109 20:00,0.703105690070928,-3.29199,6.1645,-4.2689900000000005,9.93684
20150628 16:00,0.7581246641088549,4.77736,4.07831,6.92134,5.4810300000000005
20150713 12:00,0.37489605894435396,4.70975,-1.52419,5.75599,-1.84512
20160529 08:00,0.39159774630721295,-3.46924,-2.72972,-5.52051,-2.7781
20150227 15:00,0.173412586693458,2.96307,-3.4655,3.93014,-5.07484
20170527 11:00,0.22082184805116797,-1.51993,4.79065,-2.18035,7.0465800000000005
20150210 09:00,0.7707013226802671,5.6926,-5.1910300000000005,8.83455,-9.01405
20150321 22:00,0.119148816089356,-2.12174,-3.17295,-4.00223,-5.4995
20150628 17:00,0.671585310181375,2.7429,3.42691,4.58399,4.78218
20150207 22:00,0.990048010508603,5.70584,-13.2361,8.0267,-19.1846
20150120 04:00,0.0948647790863208,-3.31152,1.4249100000000001,-5.062869999999999,2.59042
20170510 18:00,0.20742602281907202,6.37814,0.576361,7.97237,0.77093
20150301 21:00,0.7709867798847121,5.31201,4.98872,8.73943,7.34342
20170307 02:00,0.196101929092303,-5.69,-2.611,-7.291910000000001,-3.0606400000000002
20170915 09:00,0.26435094255445896,5.71019,0.267446,6.55088,0.249793
20151123 14:00,0.7644040975193811,4.63025,3.09688,6.981610000000001,4.34273
20150416 08:00,0.865043672710178,7.6948,-3.3609199999999997,10.5026,-5.001469999999999
20170501 11:00,0.8790198807321801,-8.679030000000001,1.79045,-11.5748,2.53442
20171121 18:00,0.46476125506072496,-5.43187,4.79214,-6.938969999999999,6.3545300000000005
20151111 16:00,0.871488066010118,7.103839999999999,4.22063,10.7077,5.74637
20160611 14:00,0.10895616151445299,2.8545599999999998,-0.990819,3.21318,-0.68691
20160414 02:00,0.0202457651772768,-2.29565,-0.198711,-3.6265199999999997,0.802463
20171027 19:00,0.9344604209413341,10.2107,-6.687930000000001,12.9199,-8.625910000000001
20160825 22:00,0.31139614500718,-1.4693100000000001,2.27378,-1.36614,5.03988
20150709 06:00,0.9858167845460769,11.4153,-6.39035,15.3808,-8.791830000000001
20170703 06:00,0.8163829018852379,8.32054,2.2726900000000003,10.176,2.6673400000000003
20150820 02:00,0.0384074800193197,-2.5975099999999998,0.6277550000000001,-4.105630000000001,1.58857
20160621 00:00,0.328088067481102,3.21493,-0.520917,4.104769999999999,-0.854452
20171109 07:00,0.8135537074435009,6.3114300000000005,5.41234,8.7798,7.176480000000001
20171016 15:00,0.433551086472584,-0.244148,3.99934,0.638361,5.14003
20150713 03:00,0.256680946387271,2.3946099999999997,-0.782597,3.69421,-1.53118
20150109 20:00,0.9266801279518672,10.2212,-3.23958,14.630999999999998,-4.9637400000000005
20161217 09:00,0.6615408897923,-0.036635400000000005,6.616789999999999,0.293451,8.144639999999999
20170714 00:00,0.5319498301705651,6.15565,2.2608200000000003,7.71391,2.76707
20170926 05:00,0.263460466609589,-5.27637,-0.24979400000000002,-7.83939,0.308042
20160709 10:00,0.5520802028624561,6.35573,0.143803,7.46218,0.08655449999999999
20170319 10:00,0.9527746485472921,-6.34397,7.168419999999999,-8.16238,9.66792
20180110 00:00,0.42969713237814394,-6.245480000000001,2.2873099999999997,-9.11735,4.21019
20150525 03:00,0.49037386873972294,2.0283900000000004,-4.0883,2.7098299999999997,-5.7604
20150302 11:00,0.947585544356266,8.457360000000001,-0.697307,12.7202,-1.9393599999999998
20150429 02:00,0.680650979873327,5.25956,1.88157,8.108789999999999,2.7167
20180102 22:00,0.759271702713369,0.22741199999999998,8.02754,0.74812,10.8159
20161024 10:00,0.14382786308438097,-4.229769999999999,-1.19694,-5.1041,-1.2939
20150523 10:00,0.599923852885355,4.87346,-5.19843,6.004230000000001,-6.53143
20150709 16:00,0.975631378182537,10.9017,-7.965439999999999,14.4122,-10.6666
20150716 01:00,0.340022478553845,0.5404439999999999,-3.93851,0.743055,-5.81128
20170217 13:00,0.274874643798055,5.28303,-4.26013,6.891489999999999,-6.4810099999999995
20161004 17:00,0.29199458417591306,-5.39628,-2.69329,-7.315060000000001,-3.4826
20160618 18:00,0.658386398423543,6.7573,-2.25582,7.887980000000001,-2.69351
20171110 14:00,0.9797648127719442,13.8416,-4.1272199999999994,17.8771,-5.49672
20160706 05:00,0.9796724538143821,9.138539999999999,-9.96894,11.7535,-12.949000000000002
20161006 19:00,0.136478973517562,-4.54937,-3.84419,-6.15033,-4.81391
20160919 15:00,0.10901892341658899,-2.14995,-1.0396299999999998,-2.62645,-1.1438
20160322 09:00,0.692177566974925,5.5201,-6.15889,7.2375300000000005,-8.555639999999999
20171219 17:00,0.12211235779696,3.14454,-0.373996,4.86081,-1.53875
20160329 15:00,0.554060886750293,5.84689,4.64794,8.17378,5.83234
20160128 02:00,0.8666795079395551,10.6965,0.8741459999999999,15.5765,0.838832
20160605 20:00,0.234710640185127,0.6490560000000001,-2.07503,-1.8734400000000002,-0.304764
20151210 00:00,0.9831730207719399,7.1315,8.659460000000001,10.8515,12.2751
20160204 00:00,0.942300365582473,8.314060000000001,-5.59667,11.7299,-8.14603
20160518 23:00,0.0115687743557175,-1.07725,0.8349850000000001,-0.11751900000000001,1.68937
20170901 20:00,0.205341334331538,1.45615,-3.2281,1.8251,-3.9659400000000002
20160110 10:00,0.937591044633,-4.89268,7.392519999999999,-6.3958900000000005,11.4659
20170227 04:00,0.756325996617353,5.880730000000001,7.690810000000001,9.29619,10.6772
20161220 21:00,0.845507617193579,-3.00815,8.35796,-3.62196,10.5762
20160304 06:00,0.17764904734261103,-1.53325,2.6846200000000002,-1.2563799999999998,6.03479
20170622 07:00,0.893666313992081,-2.36388,4.78819,-2.58619,7.262639999999999
20180121 23:00,0.873253291283282,-4.77109,6.59267,-5.962219999999999,8.57409
20150505 11:00,0.769277636201005,-1.6679099999999998,7.16258,-1.5146,11.5364
20150921 14:00,0.46366829383355,2.72067,2.7794,3.6529199999999995,3.5567699999999998
20170320 11:00,0.269159387661751,-0.233361,5.94306,1.1909999999999998,8.368160000000001
20150812 21:00,0.31155527371388897,-0.549848,-3.48276,-0.874849,-5.59965
20170608 15:00,0.7050700960249721,2.61617,6.29553,3.9373099999999996,8.13278
20170507 06:00,0.00719107628354137,0.754367,-2.85425,0.8376370000000001,-4.38534
20150808 08:00,0.44448930954925203,2.325,-5.625859999999999,2.8147,-7.04887
20151008 22:00,0.127404490935273,-4.40456,2.75667,-6.326969999999999,4.478269999999999
20160527 15:00,0.415285714993488,1.58502,-6.08911,1.01037,-9.07497
20170926 20:00,0.0,-4.7759599999999995,-0.304679,-7.47655,0.382899
20160805 14:00,0.61598830256761,6.21617,-1.35911,7.26806,-1.66261
20150704 05:00,0.0976632269503026,-2.67286,-2.28714,-4.0641300000000005,-2.60882
20150418 19:00,0.6792297018640681,4.35352,-2.9557599999999997,6.431080000000001,-4.91121
20170818 21:00,0.620381080134277,6.47999,1.2468299999999999,7.96317,1.46843
20150125 14:00,0.132051580621723,3.5098199999999995,0.187038,5.29485,-0.50257
20150316 09:00,0.8516305234229159,-7.50887,0.646724,-10.7406,1.36804
20160511 16:00,0.636461774822383,-6.27378,-0.314498,-8.70372,-0.0244396
20151205 07:00,0.9850118181413391,10.959000000000001,9.690710000000001,16.1745,13.6039
20170719 22:00,0.556800723936593,-6.709960000000001,2.5607599999999997,-9.93483,4.34082
20171007 19:00,0.611877727990286,-1.51901,-7.0791,-1.7664,-8.90681
20160114 01:00,0.253160197736324,2.34171,-0.823838,4.36442,-2.07464
20170526 05:00,0.607164199138707,2.92237,-4.46782,3.37108,-6.1062199999999995
